student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,profile_json,addr_city,addr_district,addr_postal,hobbies,skill_tech_python,skill_tech_excel,skill_tech_sql,skill_soft,siblings,income_father,income_mother,device1_type,device1_brand,device1_year,device2_type,device2_brand,device2_year
578,Michael Williams,20,Unknown,80.0,540-460-9543,Coleview,NA,1986-08-13,Data Science,89.0,pending,,good,182.0,1995-07-26,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['southern', 'teach'], 'skills': {'tech': {'python': 2, 'excel': 2, 'sql': 1}, 'soft': ['office', 'notice']}, 'family': {'siblings': 5, 'income': {'father': 1002, 'mother': 1037}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2022}, {'type': 'phone', 'brand': 'Apple', 'year': 2020}]}",Tashkent,,,,2.0,2.0,1.0,,5.0,1002.0,1037.0,laptop,HP,2022.0,phone,Apple,2020.0
579,Unknown,22,Male,60.0,NA,South Kevinland,hollybarnes@ortiz-rodriguez.com,1980-02-11,Python,76.0,active,,  excellent  ,167.0,,"66803 Barrett Lodge Suite 303, Amandaside",INVALID_JSON_DATA,Tashkent,,66803,,,,,,,,,,,,,,
580,Christopher Sanchez,21,Unknown,,748-730-0434,New Erik,kathryn31@price.biz,2011-09-08,Data Science,,pending,,good,169.0,1975-01-25,"51394 Benjamin Green, Durantown","{'hobbies': ['herself', 'debate'], 'skills': {'tech': {'python': 3, 'excel': 2, 'sql': 4}, 'soft': ['party', 'put']}, 'family': {'siblings': 1, 'income': {'father': 1463, 'mother': 1482}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2023}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2024}]}",Tashkent,,51394,,3.0,2.0,4.0,,1.0,1463.0,1482.0,laptop,HP,2023.0,phone,Xiaomi,2024.0
581,Kathleen Lambert,20,Male,99.0,996-877-7246,Port Kelly,nrose@wright-brewer.biz,2016-07-24,Data Science,65.0,inactive,,good,165.0,2011-05-01,UZ 100644 Tashkent Lake Robertland,"{hobbies:['attack', 'new']}",Tashkent,,100644,,,,,,,,,,,,,,
582,Traci Guerra,18,Female,,828-498-9575,Ashleyville,NA,1982-11-04,Data Science,,pending,1.19,unknown,254.0,1999-12-06,"0398 Zoe Walk Suite 987, New Aaron","{""hobbies"": [""something"", ""sea""], ""skills"": {""tech"": {""python"": 2, ""excel"": 4, ""sql"": 5}, ""soft"": [""which"", ""prove""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 1096, ""mother"": 1000}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2018}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2019}]}",Tashkent,,,,2.0,4.0,5.0,,3.0,1096.0,1000.0,laptop,HP,2018.0,phone,Apple,2019.0
583,Unknown,22,Male,,658-998-1094,Thompsonhaven,NA,,Data Science,,active,0.0,good,283.0,2018-07-29,UZ 100081 Tashkent Crawfordport,"{hobbies:['reason', 'far']}",Tashkent,,100081,,,,,,,,,,,,,,
584,Sheila Bell,20,Female,,654-761-0093,Robertville,monicabarber@hotmail.com,1971-01-28,Data Science,,active,,unknown,127.0,2016-07-24,"683 Timothy Harbor, Mooreland","{'hobbies': ['we', 'husband'], 'skills': {'tech': {'python': 1, 'excel': 3, 'sql': 2}, 'soft': ['instead', 'this']}, 'family': {'siblings': 3, 'income': {'father': 875, 'mother': 1382}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2022}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]}",Tashkent,,,,1.0,3.0,2.0,,3.0,875.0,1382.0,laptop,Lenovo,2022.0,phone,Xiaomi,2023.0
585,Unknown,19,Female,,NA,East Joshua,NA,,Data Science,82.0,active,,unknown,187.0,1984-09-06,"9561 Corey Coves Suite 845, Lucasview",INVALID_JSON_DATA,Tashkent,,,,,,,,,,,,,,,,
586,Kevin Thomas,18,Female,,331-482-3095,Glasstown,NA,2013-06-13,Data Science,,inactive,0.0,excellent,91.0,,"Rochachester 7-kv, dom 22, Tashkent",INVALID_JSON_DATA,Tashkent,dom 22,,,,,,,,,,,,,,,
587,Dr. Brandon Berry,20,Female,,153-238-9492,New Carmenmouth,NA,1995-01-17,Data Science,,pending,,average,219.0,1991-06-13,"Apartment 2, Port Yvonnefort district, Tashkent, UZ, 100944",INVALID_JSON_DATA,Tashkent,Port Yvonnefort district,100944,,,,,,,,,,,,,,
588,Crystal Olsen,22,Female,99.0,NA,Joshuahaven,NA,2017-02-11,Python,79.0,active,2.9,unknown,71.0,,"North Christineberg 8-kv, dom 22, Tashkent","{'hobbies': ['popular', 'statement'], 'skills': {'tech': {'python': 2, 'excel': 5, 'sql': 3}, 'soft': ['become', 'join']}, 'family': {'siblings': 1, 'income': {'father': 903, 'mother': 822}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]}",Tashkent,dom 22,,,2.0,5.0,3.0,,1.0,903.0,822.0,laptop,Dell,2023.0,phone,Apple,2021.0
589,Joseph Wilson,22,Male,,NA,Monroeview,michaeljones@moon-foster.com,1972-03-09,Python,,active,,  excellent  ,265.0,,"9406 Black Common, Boltonmouth","{""hobbies"": [""song"", ""range""], ""skills"": {""tech"": {""python"": 2, ""excel"": 2, ""sql"": 4}, ""soft"": [""father"", ""himself""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 584, ""mother"": 230}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2018}]}",Tashkent,,,,2.0,2.0,4.0,,5.0,584.0,230.0,laptop,HP,2022.0,phone,Apple,2018.0
590,Unknown,20,Male,,435-004-5597,South Michaelhaven,ewalters@russell.info,1973-03-17,Data Science,88.0,pending,,excellent,194.0,1991-02-20,"6542 Kristin Bridge Apt. 211, West Jessicaland","{'hobbies': ['security', 'such'], 'skills': {'tech': {'python': 5, 'excel': 3, 'sql': 4}, 'soft': ['instead', 'establish']}, 'family': {'siblings': 4, 'income': {'father': 1215, 'mother': 1022}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2022}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]}",Tashkent,,,,5.0,3.0,4.0,,4.0,1215.0,1022.0,laptop,HP,2022.0,phone,Xiaomi,2023.0
591,Dean Moore,18,Female,63.0,067-569-4892,Perryland,hsmith@nelson-bryant.com,1976-06-11,Data Science,,pending,,excellent,289.0,1986-10-31,"Apartment 18, South Garyport district, Tashkent, UZ, 100844","{""hobbies"": [""positive"", ""could""], ""skills"": {""tech"": {""python"": 1, ""excel"": 3, ""sql"": 4}, ""soft"": [""full"", ""job""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 613, ""mother"": 1177}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2022}]}",Tashkent,South Garyport district,100844,,1.0,3.0,4.0,,3.0,613.0,1177.0,laptop,HP,2022.0,phone,Apple,2022.0
592,Unknown,18,Unknown,,652-322-1481,Colestad,sonyajackson@gmail.com,2003-07-19,Python,,active,,average,204.0,2017-11-16,"Richardview 27-kv, dom 45, Tashkent","{""hobbies"": [""owner"", ""response""], ""skills"": {""tech"": {""python"": 4, ""excel"": 3, ""sql"": 3}, ""soft"": [""food"", ""environmental""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 304, ""mother"": 610}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2018}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2019}]}",Tashkent,dom 45,,,4.0,3.0,3.0,,4.0,304.0,610.0,laptop,Dell,2018.0,phone,Samsung,2019.0
593,Edward Holmes,18,Female,62.0,771-976-8982,Matthewport,jbean@hughes-arnold.com,1984-01-11,Python,,pending,,average,209.0,2007-11-03,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['red', 'major'], 'skills': {'tech': {'python': 2, 'excel': 1, 'sql': 5}, 'soft': ['bring', 'certainly']}, 'family': {'siblings': 3, 'income': {'father': 217, 'mother': 1427}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2020}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}",Tashkent,,,,2.0,1.0,5.0,,3.0,217.0,1427.0,laptop,Lenovo,2020.0,phone,Samsung,2022.0
594,Sheila Contreras,21,Female,97.0,NA,Ellisonstad,NA,1998-04-02,Data Science,,active,,excellent,91.0,1990-07-10,"41891 Jacob Parkway, Evansbury","{'hobbies': ['believe', 'article'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 4}, 'soft': ['off', 'here']}, 'family': {'siblings': 5, 'income': {'father': 1142, 'mother': 893}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]}",Tashkent,,41891,,1.0,2.0,4.0,,5.0,1142.0,893.0,laptop,Lenovo,2024.0,phone,Xiaomi,2020.0
595,Vincent Pena,22,Female,57.0,979-887-3158,West Craigview,NA,2001-10-29,Data Science,,pending,,average,251.0,1991-03-24,"117 Lyons Knolls, New Tylerchester","{""hobbies"": [""house"", ""true""], ""skills"": {""tech"": {""python"": 3, ""excel"": 5, ""sql"": 3}, ""soft"": [""throughout"", ""recently""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 1314, ""mother"": 320}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2019}]}",Tashkent,,,,3.0,5.0,3.0,,5.0,1314.0,320.0,laptop,HP,2023.0,phone,Xiaomi,2019.0
596,Bobby House,20,Male,,NA,Shannonburgh,NA,,Data Science,,pending,4.0,average,235.0,2023-02-25,"Apartment 29, Hamiltonville district, Tashkent, UZ, 100697","{""hobbies"": [""point"", ""itself""], ""skills"": {""tech"": {""python"": 1, ""excel"": 4, ""sql"": 2}, ""soft"": [""great"", ""short""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 957, ""mother"": 517}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2024}]}",Tashkent,Hamiltonville district,100697,,1.0,4.0,2.0,,5.0,957.0,517.0,laptop,Dell,2019.0,phone,Xiaomi,2024.0
597,Unknown,22,Female,,693-955-6685,Port Frederick,NA,,Python,,inactive,1.56,unknown,270.0,1974-01-06,UZ 100979 Tashkent Harttown,"{hobbies:['almost', 'rest']}",Tashkent,,100979,,,,,,,,,,,,,,
598,Jonathan King,20,Unknown,,824-271-8829,North Andrea,NA,2017-12-13,Data Science,,active,0.0,average,264.0,,"912 Anderson Island, Lake David","{""hobbies"": [""society"", ""hot""], ""skills"": {""tech"": {""python"": 1, ""excel"": 4, ""sql"": 2}, ""soft"": [""election"", ""job""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 479, ""mother"": 958}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2022}]}",Tashkent,,,,1.0,4.0,2.0,,0.0,479.0,958.0,laptop,Lenovo,2017.0,phone,Samsung,2022.0
599,Eric Medina,,Unknown,,683-550-2139,New Zachary,NA,2016-10-02,Data Science,70.0,active,,good,92.0,2017-08-17,UZ 100418 Tashkent West Jasonberg,"{'hobbies': ['real', 'save'], 'skills': {'tech': {'python': 4, 'excel': 1, 'sql': 4}, 'soft': ['ten', 'skill']}, 'family': {'siblings': 5, 'income': {'father': 334, 'mother': 483}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2018}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]}",Tashkent,,100418,,4.0,1.0,4.0,,5.0,334.0,483.0,laptop,HP,2018.0,phone,Xiaomi,2022.0
600,Zachary Johnson,18,Male,,508-180-1870,New Markshire,qrice@hotmail.com,,Python,,active,,average,147.0,,UZ 100915 Tashkent Jamesport,"{hobbies:['happen', 'night']}",Tashkent,,100915,,,,,,,,,,,,,,
601,Ashley Andrade,21,Male,,NA,Dunnville,NA,2015-10-20,Python,,active,,  excellent  ,202.0,,"South Kelsey 19-kv, dom 5, Tashkent","{'hobbies': ['military', 'blood'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 3}, 'soft': ['coach', 'response']}, 'family': {'siblings': 3, 'income': {'father': 711, 'mother': 1071}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2020}, {'type': 'phone', 'brand': 'Samsung', 'year': 2020}]}",Tashkent,dom 5,,,1.0,2.0,3.0,,3.0,711.0,1071.0,laptop,Lenovo,2020.0,phone,Samsung,2020.0
602,Martha Ruiz,19,Unknown,58.0,NA,West Gregory,kfrancis@gmail.com,1980-06-02,Python,,pending,,average,244.0,,UZ 100884 Tashkent Powellmouth,"{""hobbies"": [""chair"", ""lay""], ""skills"": {""tech"": {""python"": 5, ""excel"": 3, ""sql"": 1}, ""soft"": [""respond"", ""building""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 349, ""mother"": 844}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2019}]}",Tashkent,,100884,,5.0,3.0,1.0,,1.0,349.0,844.0,laptop,Lenovo,2021.0,phone,Samsung,2019.0
603,Pamela Carr,18,Unknown,95.0,166-976-6040,Christopherside,lwilliams@gmail.com,1979-12-03,Python,,active,,good,169.0,,"198 Gary Mills Apt. 152, East Joshuatown",INVALID_JSON_DATA,Tashkent,,,,,,,,,,,,,,,,
604,Mrs. Angela Tyler,21,Female,63.0,905-116-0378,Morrisontown,NA,1996-01-11,Data Science,,active,,unknown,251.0,1977-07-29,"8126 Herrera Point Apt. 428, Tuckerside","{""hobbies"": [""else"", ""take""], ""skills"": {""tech"": {""python"": 1, ""excel"": 2, ""sql"": 3}, ""soft"": [""interesting"", ""pay""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 593, ""mother"": 353}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2022}]}",Tashkent,,,,1.0,2.0,3.0,,3.0,593.0,353.0,laptop,Lenovo,2023.0,phone,Xiaomi,2022.0
605,Grant Rowland,19,Male,54.0,645-856-7180,East Deniseburgh,NA,1984-04-19,Data Science,,pending,2.81,unknown,107.0,1994-09-04,"Wrightfort 30-kv, dom 45, Tashkent","{'hobbies': ['wide', 'wonder'], 'skills': {'tech': {'python': 5, 'excel': 5, 'sql': 2}, 'soft': ['nor', 'many']}, 'family': {'siblings': 1, 'income': {'father': 1417, 'mother': 526}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2021}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]}",Tashkent,dom 45,,,5.0,5.0,2.0,,1.0,1417.0,526.0,laptop,HP,2021.0,phone,Apple,2023.0
607,Jason Cherry,18,Unknown,,477-082-8683,New Angiefort,NA,2009-09-16,Data Science,65.0,inactive,,good,94.0,2024-03-09,"Port Tinafurt 28-kv, dom 37, Tashkent","{'hobbies': ['able', 'trip'], 'skills': {'tech': {'python': 4, 'excel': 1, 'sql': 4}, 'soft': ['although', 'less']}, 'family': {'siblings': 2, 'income': {'father': 612, 'mother': 729}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]}",Tashkent,dom 37,,,4.0,1.0,4.0,,2.0,612.0,729.0,laptop,HP,2023.0,phone,Apple,2019.0
609,Nicholas Thompson,20,Female,,637-350-5086,South Michaelberg,NA,2010-04-09,Data Science,,active,,good,233.0,1986-09-08,"69161 Newman Summit Suite 430, West Michaelchester","{hobbies:['debate', 'those']}",Tashkent,,69161,,,,,,,,,,,,,,
610,Unknown,22,Female,,NA,Port Michaeltown,NA,1989-07-28,Data Science,79.0,pending,4.33,good,79.0,1980-01-12,UZ 100562 Tashkent Evansmouth,INVALID_JSON_DATA,Tashkent,,100562,,,,,,,,,,,,,,
611,Nicole Peterson,21,Female,99.0,NA,Mooreborough,NA,1992-01-16,Data Science,,inactive,,unknown,258.0,,"505 Ariana Run, Carrolltown","{'hobbies': ['down', 'technology'], 'skills': {'tech': {'python': 5, 'excel': 3, 'sql': 3}, 'soft': ['central', 'ahead']}, 'family': {'siblings': 5, 'income': {'father': 305, 'mother': 1017}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2020}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2021}]}",Tashkent,,,,5.0,3.0,3.0,,5.0,305.0,1017.0,laptop,Lenovo,2020.0,phone,Xiaomi,2021.0
612,Natalie Brown,20,Male,,191-382-7703,West Hunter,NA,1971-08-13,Data Science,72.0,active,0.0,excellent,131.0,2016-04-05,"Port Gary 3-kv, dom 11, Tashkent","{hobbies:['attorney', 'stay']}",Tashkent,dom 11,,,,,,,,,,,,,,,
613,Robert Hubbard,18,Female,83.0,NA,Deannachester,NA,1970-05-03,Data Science,,active,,average,236.0,,"Port Charlene 26-kv, dom 20, Tashkent","{'hobbies': ['environmental', 'create'], 'skills': {'tech': {'python': 1, 'excel': 5, 'sql': 4}, 'soft': ['American', 'range']}, 'family': {'siblings': 5, 'income': {'father': 743, 'mother': 1191}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2019}, {'type': 'phone', 'brand': 'Apple', 'year': 2020}]}",Tashkent,dom 20,,,1.0,5.0,4.0,,5.0,743.0,1191.0,laptop,HP,2019.0,phone,Apple,2020.0
614,Unknown,22,Female,62.0,NA,South Christian,elizabethgolden@yahoo.com,,Data Science,,inactive,,  excellent  ,297.0,,"Billyland 10-kv, dom 4, Tashkent","{'hobbies': ['good', 'garden'], 'skills': {'tech': {'python': 5, 'excel': 4, 'sql': 5}, 'soft': ['check', 'rise']}, 'family': {'siblings': 4, 'income': {'father': 694, 'mother': 1296}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2018}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]}",Tashkent,dom 4,,,5.0,4.0,5.0,,4.0,694.0,1296.0,laptop,Lenovo,2018.0,phone,Xiaomi,2018.0
615,Michelle Chambers,20,Female,50.0,NA,Port Kevinfort,awong@novak.com,2014-08-26,Data Science,,pending,,good,62.0,1973-09-24,UZ 100049 Tashkent Cherylport,"{hobbies:['college', 'public']}",Tashkent,,100049,,,,,,,,,,,,,,
616,Unknown,18,Female,,128-955-5777,Kimberlyborough,NA,,Data Science,,active,,good,125.0,2024-02-05,"08930 Benjamin Lane, North Jade","{'hobbies': ['above', 'summer'], 'skills': {'tech': {'python': 3, 'excel': 2, 'sql': 3}, 'soft': ['bag', 'team']}, 'family': {'siblings': 1, 'income': {'father': 1340, 'mother': 708}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2018}, {'type': 'phone', 'brand': 'Samsung', 'year': 2021}]}",Tashkent,,08930,,3.0,2.0,3.0,,1.0,1340.0,708.0,laptop,Dell,2018.0,phone,Samsung,2021.0
617,Erica Ayala,20,Male,63.0,380-629-6377,Barkerfurt,NA,2019-04-18,Data Science,,pending,,unknown,195.0,2008-01-08,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['investment', 'affect'], 'skills': {'tech': {'python': 5, 'excel': 3, 'sql': 3}, 'soft': ['environment', 'marriage']}, 'family': {'siblings': 5, 'income': {'father': 725, 'mother': 1271}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]}",Tashkent,,,,5.0,3.0,3.0,,5.0,725.0,1271.0,laptop,HP,2024.0,phone,Xiaomi,2022.0
618,Unknown,18,Unknown,,280-708-9777,West Robinport,NA,2017-05-17,Data Science,97.0,active,,average,293.0,1991-04-28,UZ 100277 Tashkent Lake Eric,"{hobbies:['or', 'act']}",Tashkent,,100277,,,,,,,,,,,,,,
619,Unknown,22,Unknown,86.0,NA,East Debrabury,tgentry@khan.org,2018-11-28,Python,89.0,active,,excellent,54.0,2023-04-16,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['almost', 'situation'], 'skills': {'tech': {'python': 3, 'excel': 3, 'sql': 4}, 'soft': ['executive', 'just']}, 'family': {'siblings': 4, 'income': {'father': 301, 'mother': 1272}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2016}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]}",Tashkent,,,,3.0,3.0,4.0,,4.0,301.0,1272.0,laptop,Dell,2016.0,phone,Xiaomi,2023.0
620,Leslie Owens,20,Female,,NA,West Crystal,NA,1991-11-19,Data Science,74.0,pending,0.0,good,224.0,2003-11-19,UZ 100564 Tashkent Stephaniemouth,"{'hobbies': ['father', 'anything'], 'skills': {'tech': {'python': 1, 'excel': 1, 'sql': 3}, 'soft': ['fight', 'become']}, 'family': {'siblings': 0, 'income': {'father': 802, 'mother': 936}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2021}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]}",Tashkent,,100564,,1.0,1.0,3.0,,0.0,802.0,936.0,laptop,Dell,2021.0,phone,Xiaomi,2023.0
621,Unknown,,Male,,345-654-9722,Debraburgh,lisa87@yahoo.com,1995-05-13,Data Science,,inactive,0.0,excellent,263.0,,"South Carlaville 30-kv, dom 42, Tashkent",INVALID_JSON_DATA,Tashkent,dom 42,,,,,,,,,,,,,,,
622,Unknown,20,Female,,611-929-7938,Port Melinda,jonesmaria@hamilton.com,1990-10-06,Data Science,,active,,excellent,130.0,1993-04-16,"064 Flowers Via Suite 056, New Michael","{hobbies:['what', 'soldier']}",Tashkent,,,,,,,,,,,,,,,,
623,Unknown,18,Female,,598-350-3851,North Adamton,NA,1982-09-10,Python,,active,,unknown,130.0,,"54503 Weber Islands, West Jennifer","{""hobbies"": [""anyone"", ""whom""], ""skills"": {""tech"": {""python"": 4, ""excel"": 5, ""sql"": 3}, ""soft"": [""far"", ""phone""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 1121, ""mother"": 1265}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2015}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2018}]}",Tashkent,,54503,,4.0,5.0,3.0,,2.0,1121.0,1265.0,laptop,HP,2015.0,phone,Samsung,2018.0
624,Unknown,20,Female,67.0,729-131-7348,West Anthony,djefferson@martinez.biz,,Data Science,,inactive,0.0,unknown,200.0,,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA,Tashkent,,,,,,,,,,,,,,,,
625,Mark Stewart,21,Unknown,66.0,NA,Rileyview,NA,2018-05-02,Python,,inactive,,  excellent  ,204.0,,"Apartment 50, Saraberg district, Tashkent, UZ, 100802","{'hobbies': ['under', 'participant'], 'skills': {'tech': {'python': 3, 'excel': 1, 'sql': 1}, 'soft': ['share', 'hear']}, 'family': {'siblings': 1, 'income': {'father': 262, 'mother': 1221}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2022}, {'type': 'phone', 'brand': 'Samsung', 'year': 2020}]}",Tashkent,Saraberg district,100802,,3.0,1.0,1.0,,1.0,262.0,1221.0,laptop,Lenovo,2022.0,phone,Samsung,2020.0
626,Linda Jacobson,22,Unknown,,272-908-7919,North Matthew,NA,1977-03-11,Python,,inactive,,  excellent  ,226.0,2020-02-02,"Apartment 36, Campbellshire district, Tashkent, UZ, 100191","{'hobbies': ['eight', 'mission'], 'skills': {'tech': {'python': 5, 'excel': 5, 'sql': 2}, 'soft': ['together', 'do']}, 'family': {'siblings': 3, 'income': {'father': 1088, 'mother': 759}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2018}, {'type': 'phone', 'brand': 'Samsung', 'year': 2023}]}",Tashkent,Campbellshire district,100191,,5.0,5.0,2.0,,3.0,1088.0,759.0,laptop,HP,2018.0,phone,Samsung,2023.0
627,Anthony Hill,19,Male,,NA,Richardsonton,NA,1979-01-27,Python,,inactive,,excellent,126.0,1996-12-18,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['ground', 'rule'], 'skills': {'tech': {'python': 4, 'excel': 1, 'sql': 1}, 'soft': ['meet', 'describe']}, 'family': {'siblings': 1, 'income': {'father': 866, 'mother': 219}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2023}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]}",Tashkent,,,,4.0,1.0,1.0,,1.0,866.0,219.0,laptop,HP,2023.0,phone,Xiaomi,2020.0
628,Ruben Howard,,Female,,248-914-6070,Lake Bruce,NA,2005-08-30,Data Science,,active,0.0,good,116.0,1976-12-25,"842 Robinson Neck Suite 458, Lewisville","{hobbies:['whatever', 'century']}",Tashkent,,,,,,,,,,,,,,,,
629,Eddie Miranda,21,Male,,871-587-2126,Port Kimberly,NA,1976-02-12,Data Science,,active,3.87,excellent,181.0,2001-06-01,"580 Sean Walk, South Saraview","{""hobbies"": [""term"", ""face""], ""skills"": {""tech"": {""python"": 3, ""excel"": 1, ""sql"": 4}, ""soft"": [""night"", ""red""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 762, ""mother"": 618}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2018}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2018}]}",Tashkent,,,,3.0,1.0,4.0,,4.0,762.0,618.0,laptop,HP,2018.0,phone,Xiaomi,2018.0
630,Unknown,22,Female,65.0,854-736-9013,Dustinmouth,NA,,Data Science,,active,,unknown,262.0,1996-03-12,"Apartment 15, West Joseph district, Tashkent, UZ, 100817","{hobbies:['man', 'number']}",Tashkent,West Joseph district,100817,,,,,,,,,,,,,,
631,Unknown,19,Female,,686-629-3371,Patriciaport,kristencohen@brown.com,2008-10-17,Data Science,,pending,0.0,unknown,214.0,,"New Raymondchester 21-kv, dom 12, Tashkent","{'hobbies': ['range', 'evidence'], 'skills': {'tech': {'python': 3, 'excel': 1, 'sql': 4}, 'soft': ['study', 'listen']}, 'family': {'siblings': 4, 'income': {'father': 480, 'mother': 454}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2018}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]}",Tashkent,dom 12,,,3.0,1.0,4.0,,4.0,480.0,454.0,laptop,HP,2018.0,phone,Xiaomi,2018.0
632,Michelle Price,20,Male,93.0,467-811-3920,Lake Mistyside,NA,,Data Science,80.0,pending,1.39,excellent,187.0,2018-08-05,UZ 100591 Tashkent Bradleymouth,"{'hobbies': ['radio', 'arm'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 2}, 'soft': ['offer', 'hair']}, 'family': {'siblings': 0, 'income': {'father': 1476, 'mother': 1385}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2015}, {'type': 'phone', 'brand': 'Samsung', 'year': 2023}]}",Tashkent,,100591,,1.0,2.0,2.0,,0.0,1476.0,1385.0,laptop,HP,2015.0,phone,Samsung,2023.0
